id	Address	location_county	location_postalCity	location_postalCode	location_state	location_streetName	location_streetNumber	location_subdivision	mls_MLNumber	remarks_publicRemark
130692	"878 Peachtree Street, #718"	Fulton	Atlanta	30309	Georgia	Peachtree Street	878	Peachtree Lofts	5545861	"Largest one bedroom fl-plan. Fantastic Midtown location, close to everything including Piedmont Park and MARTA. Building is in excellent shape and so is unit. Open floor plan, hardwood floors, city views, large walk-in closet, stainless appliances - great amenities. One deeded parking space included. This unit has the safest views of downtown. See #5506726 and #5399724 for comparables."
130781	890 Powers Lake Drive	Fulton	Sandy Springs	30327	Georgia	Powers Lake Drive	890	Powers Lake	5561964	"Stately French Chataeu nestled on very private wooded lot, avail. for someone who is interested in doing a little updating. Paladium windows, gorgeous archwork, huge family rm flanked by two story fireplace. Master suite on main, 2 story entry foyer, Chef's kitchen w/granite counters, dual Fisher & Paykel dishwashers, open floor plan, soaring ceilings, wine cellar in basements, lots of storage, pebble tec salt pool. Holy Innocent private school. Close to Mt. Vernon. This is perfect for any investor or individual who doesn't mind doing some bathroom renovating."
130797	923 Peachtree Street NE #1039 Atlanta GA 30309	Fulton	Atlanta	30309	Georgia	Peachtree	923	Metropolis	5564714	"Beautiful corner 1 bedroom 1 bath at Metropolis Atlanta. This is a true one bedroom floor plan with hardwood floor throughout. The gourmet kitchen features granite counters, stainless steel appliances and breakfast bar. Plenty of storage in this home with the large walk-in closet in the master bedroom. Metropolis has terrific amenities: 24-hour concierge, saltwater pool, fitness and club room. Metropolis is near so many amazing attractions: Piedmont Park, High Museum, Fox Theatre, GA Tech, and more."
130850	"943 Peachtree Street, #1204"	Fulton	Atlanta	30309	Georgia	Peachtree Street	943	Metropolis	5587290	"Beautiful 1 bedroom at Metropolis Atlanta! The gourmet kitchen features granite counters, stainless steel appliances & light wood cabinetry. Hardwood floors throughout. Amazing walk-in closet! 1 assigned parking space. Building amenities include: 24 hour concierge, saltwater pool, fitness center & club room. Metropolis is nearby so many area attractions: Piedmont Park, Fox Theatre, High Museum of Art, & Georgia Tech Campus. Use of washer/dryer incl. Flat screen TV is also in the unit."
130862	5309 Vinings Lake View Sw	Cobb	Mableton	30126	Georgia	Vinings Lake View SW	5309	Retreat At Old Vinings Lake	5591638	"BACK ON THE MARKET, COME GET IT! What a steal! Location, cul-de-sac, flat-level-walk-out beautiful backyard. 4 generous bedrms; + a loft/office spce. Master bthrm w/cathedral ceilings, separate tub and tiled shower, double vanity, walk-in custom closet. Gourmet Ktchn, complete renov-n, w/granite cntr top, Bosch double ovens, Bosch gas range, Bosch dishwasher, wine cooler. Grt Rm/Den w/Firepl, built-in bookshelves, a 2 story ceiling. Proper walk-in Lndry room. Separate Dining Rm, Formal Lvng room/Flex space. Sunroom off the kitchen leading to the perfect patio/backyard."
130915	"20 Collier Road, #19"	Fulton	Atlanta	30309	Georgia	Collier Road	20	Westchester Wiltshire	5604665	"Fantastic top floor rear unit in a beautiful historic building in the heart of the Buckhead-Brookwood Hills area & across the street from Piedmont Hospital complex. Plenty of great restaurants & shopping very close by. Off street parking behind the building in a private parking lot. Private storage bin in the dry, secure bsmt. Front & rear stairs for easy access. This is a great price for the location in a well maintained complex. New air condition & air handler just installed. Heat is a common system. There is a full size stack laundry in large bonus room in the unit."
130926	1681 Belle Isle Circle Ne	Dekalb	Atlanta	30329	Georgia	Belle Isle Circle NE	1681	Briarcliff Heights	5606644	"Spacious! Light filled! high ceilings & hrdwd flrs, chef's kitchen w/5 br Italian gas range & built-in s/s appls, granite c-tops w/water fall edge, pantry, tall cabinets w/soft close ft, FRM w/built-in bookcases & gas FP, masterpc lighting, luxury MBR.w/fireplace, Huge walk-in closet w/custom systems, master spa bath w/soaking tub & lux shower, tiles & natural stone finishes. Huge BONUS room w/built-in desks(5th BR),laundry rm, covered porch & rear patio w/level backyard perfect for garden/play! energy saving features, alarm, prof. landscaping, Quality built!"
131002	"880 Glendale Terrace Ne, #1"	Fulton	Atlanta	30308	Georgia	Glendale Terrace NE	880	Glendale Heights	5651127	"Smack dab in the heart of the Midtown Neighborhood and just 2 blocks from Piedmont Park. This cute condo in a small complex with its own pool is ready to move into. Hardwood floors throughout, open kitchen and living area, large windows, large bedroom, premium location in the complex overlooking the pool. Assigned parking, This is a great condo at a great price."
131043	"1 Biscayne Drive Nw, #404"	Fulton	Atlanta	30309	Georgia	Biscayne Drive NW	1	Terrace At Peachtree	5652225	"Great opportunity to own in one of the hottest buildings in coveted Peachtree Battle of South Buckhead and be in the middle of it all! This freshly painted unit offers hardwoods throughout, an inviting foyer and open kitchen, great lighting, wonderful views off your private veranda accessible from either your separate master suite or living room, in-unit laundry, and all the amenities you could want: pool, gym, club room, and pet walk. All of this conveniently located minutes from shops, restaurants, midtown hotspots and the Beltline make this condo irresistible!"
131052	651 Sunstede Drive	Dekalb	Decatur	30033	Georgia	Sunstede Drive	651	Medlock Park	5653151	"Location and renovation a perfect combination. Move to this cute home in Medlock Park and you can walk to all the new shops and restaurants. Recently painted inside and out. Newer roof. Fenced yard. Half Acre lot. Granite counter tops, stainless steel appliances. Crown molding, gleaming hardwood floors. New windows throughout. Beautifully renovated bathroom. 3 miles from Emory. Pool and park in the neighborhood."
131060	83 Hammock Place	Fulton	Atlanta	30312	Georgia	Hammock Place	83	Summerhill Grant Park	5653846	"Wonderful bungalow in sought after Summerhill. City just released winning bit for GA State addition one block away. New paint outside, fresh landscaping, open floor plan with all new bath features and lighting. Kitchen w/SS appliances and high-end Jennair gas range. Back yard boasts a huge party deck and fenced yard. Street and alley parking. Prices are going up dramatically."
131073	1379 Brook Forest Drive	Dekalb	Atlanta	30324	Georgia	Brook Forest Drive	1379	LaVista Park	5655070	"Extraordinary Mid Century Modern Showplace in sought after LaVista Park! Better than new with top of the line everything! No detail has been overlooked, Jaw Dropping Elegance, Sleek Sophistication abounds, Luxurious owner's suite w/custom built-ins, exquisite spa-like bath w/outdoor shower, Remarkable outdoor living area w/fireplace, cedar beams, 5 burner grill, second kitchen. Professionally landscaped yard lit to perfection, an entertainer's dream. This breathtaking one-of-a-kind masterpiece, & unsurpassed amenities, creates a lifestyle almost impossible to duplicate!"
131092	2472 Drew Valley Road Ne	Dekalb	Brookhaven	30319	Georgia	Drew Valley Road NE	2472	Drew Valley	5655824	"Remarkable opportunity in flourishing community. Crisp & clean reno of a classic post-war cottage. Open & expanded floor plan includes updated kitchen & baths, and large family room with custom cabinetry. Upgraded energy efficient appliances/systems. Screen porch serves as a private retreat overlooking rear garden. Irrigation installed. Attached workshop for add'l storage or hobby space. Covered parking. Short distance to caf s, shops, and evening attractions. Quick access to interstate, universities & CDC. Home has been PRE-INSP."
131109	883 Penn Avenue Ne	Fulton	Atlanta	30309	Georgia	Penn Avenue NE	883	Midtown	5656478	"Totally Renovated Bungalow on Midtown's premier street just 2 blocks to Piedmont Park. This home features a large front porch, a rear screened porch, porte cochere, fenced in rear yard and patio, large kitchen, master bedroom on the main level, enormous finished attic expansion, great for a guest suite or home office. This is truly one of those homes that is larger than it looks."
131110	"44 Peachtree Place Nw, #1130"	Fulton	Atlanta	30309	Georgia	Peachtree Place NW	44	Plaza Midtown	5656493	"Rarely available, most popular floor plan w/wall of windows and balcony the entire spanse of living and bedroom. Hardwood floors throughout, granite work desk, stainless kit w/granite and refrig remains, W/D, tile bath w/soaking tub/shower, linen niche, freshly painted, newly renov hallways, FHA approved, resort-like amenities, Publix, restaurants and shops at street level, across from Midtown MARTA, these sell fast!"
131120	"951 Glenwood Avenue Se, #2903"	Fulton	Atlanta	30316	Georgia	Glenwood Avenue SE	951	Glenwood Green	5656715	"Take a look at one of the most sought-after townhouse communities in Atlanta. This 1 BR/1.5 Bath with a bonus room and garage is located in the Glenwood Park community and resides on the southside of the Atlanta Beltline. This home features hardwood floors, stainless kitchen, Corian countertops, private patio deck and backyard for your pet. Walk to grocery stores (Kroger coming soon), restaurants, gym, retail shops and EAV."
131130	4525 Browning Trail	Gwinnett	Sugar Hill	30518	Georgia	Browning Trail	4525	Secret Cove	5656901	"Beautiful traditional with finished terrace level in swim/tennis community. Spacious floor plan with kitchen open to fireside family room, formal DR and study, two-story foyer, oversized master w/sitting , bedroom, bath and large playroom in basement. Spa master bath, unfinished storage in basement, spa master bath, unfinished storage in basement, large deck overlooking wooded backyard, well maintained and impeccable condition, fantastic location and sought after school district."
131148	2160 Parliament Drive	Gwinnett	Lawrenceville	30043	Georgia	Parliament Drive	2160	Buckingham	5657808	"Traditional, 3 sided brick home situated on a private lot with wooded views. Freshly painted exterior, extensive landscaping, well appointed interiors with finished basement/custom bar and video screening room. Open floor plan with two story entry.  The great room is flanked by a two story wall of shelving perfect for books and accent pieces.  Driveway has large landing area for parking and easy entry/exit from garage. Expansive deck and private back yard. The subdivision is as immaculate as this beautiful home!"
131158	2865 Townley Circle	Dekalb	Doraville	30340	Georgia	Townley Circle	2865		5658094	"Incredible Renovation!  Stunning Open Modern Floor Plan With Awesome Chef's Kitchen That Includes Crisp White Cabinetry, Top Of The Line Stainless Appliances And Beautiful Granite Countertops.  Desirable Split Level Floor Plan Offers 4 True Bedrooms, Enlarged Closets And Baths.  Lower Level Is Perfect As Teen or In Law Suite And Walks Out To Level Backyard.  Hardwoods Throughtout.  Large Corner Lot. All Systems, Electrical etc..have been replaced...Close To Schools And Embry Hills.  A Perfect 10!"
131159	3267 Briarcliff Road Ne	Dekalb	Atlanta	30345	Georgia	Briarcliff Road NE	3267	Briarcliff Woods	5658098	"This is a tremendous opportunity to get into Briarcliff Heights at an affordable price! This solid brick ranch is conveniently located to I85, Emory, CDC, shopping and amenities. Features include level lot, fenced back, beautiful hardwoods, fresh paint, updated baths and 2 car garage! No Seller's Disclosure included."
131162	"2840 Peachtree Road Nw, #105"	Fulton	Atlanta	30305	Georgia	Peachtree Road NW	2840	Crestwood Condominiums	5658216	"HUGE! Custom 3BR/2.5BA Multi-Level Corner Condo loaded w/upgrades + 2 deeded parking spaces in highly sought-after Brandon Elementary! Gorgeous exposed brick, original hrdwd floors, huge windows, fully renov. open kit. w/bfast bar & dining, granite counters, custom subway tile backsplash, custom light fixtures, closets outfitted w/storage solutions; loft landing w/built-ins, private patio and entry, perfect for entertaining! Awesome Buckhead location walkable to MARTA, shops, restaurants and parks! Great Investment Opportunity.No Rental Restrictions! (No FHA)"
131209	349 Peyton Road Sw	Fulton	Atlanta	30311	Georgia	Peyton Road SW	349	Peyton Forest	5658748	"This beautifully renovated ranch in Peyton Forest is in a great location adjacent to the park and walking track and convenient to MARTA. Foyer leads into a wonderful open floor plan with gleaming hardwoods throughout. Huge living room with magnificent fireplace w/new mantle. Formal dining. Sunny kitchen w/granite, stainless, maple cabinetry, travertine tile & backsplash. Home boasts 5 BRs, 4 full BAs, half bath & incredible space in partially finished basement. Owner's suite features spa bath with frameless shower. All new systems. Seller offering 1 year home warranty."
131211	3434 Burdett Court	Dekalb	Avondale Estates	30002	Georgia	Burdett Court	3434	Village At Avondale	5658807	"Awesome Move-In Ready Avondale Estates opportunity! If you're looking for a HUGE 3 bedroom home with separate office, dining room, family room, eat-in kitchen, wet bar, this is the one! Family room features fireplace, custom built-ins, surround sound, & French doors to level, fenced yard. Master features sitting room and largest closet you'll ever see. Large secondary bedrooms w/walk-in closets. Laundry upstairs. Freshly painted, 2 yr roof, hardwoods, & more! Close to Emory & CDC and more. Eligible for The Museum School-Focus Area 1."
131221	1212 N Decatur Road	Dekalb	Atlanta	30306	Georgia	N Decatur Road	1212	Druid Hills Morningside	5658888	Morningside Side Of N. Decatur....Quiet & Not Busy. This Gorgeous Like New Home Offers Incredible Space!  3 Beautifully Finished Levels.  Large Open Floor Plan With Kitchen Open To Family Room.  4 Bedrooms On Upper Level Includes Master Suite With Lovely Spa Like Bath Ensuite.  True In-law/ Au Pair On Terrace Level With Second Kitchen.  Home Has New Interior / Exterior Paint And New Stainless Appliances.  Incredible Value For The Size And Location Of This Home.
131242	"44 Peachtree Place Nw, #1126"	Fulton	Atlanta	30309	Georgia	Peachtree Place NW	44	Plaza Midtown	5659227	"Brand new hardwoods in this beautiful north facing one bedroom at Plaza Midtown. Freshly painted and move-in ready. Gourmet kitchen includes stainless steel appliances, granite counters and breakfast bar. Built-in granite work desk, tile bath with soaking tub, walk-in closet and oversized balcony. Plaza has terrific amenities: club room, pool, fitness, on-site retailers and restaurants. FHA Approved."
131245	"3501 Roswell Road Ne, #306"	Fulton	Atlanta	30305	Georgia	Roswell Road NE	3501	Bradley House	5659258	"UPDATED TOWNHOME IN THE MIDDLE OF BUCKHEAD! FHA APPROVED COMMUNITY!  PROPERTIES DON'T COME ON THE MARKET OFTEN IN THIS SMALL GATED COMMUNITY!  THIS TOWNHOME FEATURES HARDWOOD FLOORS, GRANITE COUNTERTOPS, STAINLESS STEEL APPLIANCES, AND A PRIVATE PATIO.  TWO ASSIGNED PARKING SPACES PLUS A STORAGE UNIT!  HVAC HAS BEEN UPDATED TO A STATE OF THE ART SYSTEM.  HOA DUES INCLUDE WATER, HOT WATER, TRASH AND SEWER SO UTILITIES WILL BE MINIMAL.  PLUS, THERE IS A FABULOUS 9 FT POOL THAT IS PERFECT FOR THE HOT ATLANTA SUMMERS!  DON'T MISS THIS ONE!"
131360	1615 Sugar Hill Se Court	Dekalb	Atlanta	30316	Georgia	Sugar Hill SE Court	1615	Eastside Walk	5566864	"Better than new craftsman style home located in culdesac. Large front porch, fenced in landscaped rear yard with great entertaining deck. Open plan, kitchen open to expansive living area with heavy trim and finishes. Granite counters, large island with breakfast bar. Finished basement with den/office and side entry garage. Vibrant community with pool. This one is a 10!"
131399	"923 Peachtree Street Ne, #1333"	Fulton	Atlanta	30309	Georgia	Peachtree Street NE	923	Metropolis	5611988	"Beautiful and exquisite corner 1 bedroom at Metropolis Atlanta! Enjoy gorgeous tree top views of residential Midtown from this luxurious large square footage unit with custom touches. Renovated master bath includes updated tile floor, shower and countertop. The main living area features custom built-in entertainment center with additional lighting. The gourmet kitchen features granite counters, stainless steel appliances and breakfast bar."
131407	1962 Ema Dell Place	Gwinnett	Loganville	30052	Georgia	Ema Dell Place	1962	Streamwood Village	5613407	Newly renovated on beautiful cul-de-sac lot on almost an acre lot. You will truly be excited to call this newly renovated home with finished basement HOME! New granite counter tops in kitchen/master bath and secondary bathrooms. Newer appliances and hardwood floors throughout. Finished basement is less than one year old & is the perfect man cave or in-law suite! This is a spectacular home with a gorgeous backyard that is perfect for children to play in and for you to entertain! Call today - this home will not last long!
131441	"923 Peachtree Street Ne, #1436"	Fulton	Atlanta	30309	Georgia	Peachtree Street NE	923	Metropolis	5617714	"Storage unit included with this beautiful studio unit. Enjoy gorgeous tree-top views of residential Midtown and Stone Mountain. The gourmet kitchen includes granite counters, stainless steel appliances and breakfast bar. This home features additional storage with a wall mounted drawer unit outside of closet. Metropolis has terrific amenities: 24 hour concierge, salt-water pool, club room and fitness. Metropolis is near to so many attractions too! Fox Theatre, High Museum and much more."
131445	3490 Walnut Ridge	Fulton	Atlanta	30349	Georgia	Walnut Ridge	3490	Regency Oaks	5618193	"Your buyers will love Regency Oaks! This is an established John Wieland swim/tennis community w/wonderful amenities. Walking trails, gym, playground, basketball court. Contemporary floor plan ft double front doors into a large entry foyer w/hardwood floors in formal living, dining, & bedroom/office on main. The home has a lovely white kitchen w/tile backsplash & beautiful new tile flooring. The family room w/F/P opens to an oversized patio & huge, flat backyard. Walk up to wonderful loft - perfect for second F/R, library, play area into spacious master suite w/spa bath."
131452	3325 Villa Circle Se	Fulton	Atlanta	30354	Georgia	Villa Circle SE	3325		5618843	"EXCELLENT INVESTMENT OPPORTUNITY! Section 8 Tenant in Place effective 12/1/15. Next Renewal is December 2016. $1000/month. Recently updated and refreshed, turn-key, and renter secured for you. Walk to MARTA. SOLD AS IS, but in excellent condition."
131456	2214 Browns Mill Road	Fulton	Atlanta	30315	Georgia	Browns Mill Road	2214		5619188	EXCELLENT INVESTMENT OPPORTUNITY! Cash Tenant in Place(4 years) wishing to stay longer. Current rent is $675/month. Renovated in 2010. Great location on good street near Browns Mill Golf Course. Walk to Marta. SOLD AS IS.
131457	2644 Macon Drive Sw	Fulton	Atlanta	30315	Georgia	Macon Drive SW	2644		5619197	"EXCELLENT INVESTMENT OPPORTUNITY! Tenant occupied with lease through September 2016. Current rent is $800/month. Great location, walk to Marta, walk to Cleveland Elementary. SOLD AS IS, but in good condition."
131479	"2855 Peachtree Road, #104"	Fulton	Atlanta	30305	Georgia	Peachtree Road	2855	Alhambra	5621688	"Renovated central Buckhead location. Stainless steel applicances, grantie countertops, tile floors in kitchen and baths.  Hardwood floors in public rooms, concrete floors in bedrooms.  One large walk in closet which will also serve as an office. Full sized washer and dryer included. Beautiful sunfilled patio faces Peachtree.  One assigned parking space. HOA includes water,sewer,trash and pest control. Vacant/"
131492	2634 Sedgeview Way	Gwinnett	Buford	30519	Georgia	Sedgeview Way	2634	Sedgefield Of Hamilton Mill	5622991	"Owner/Agent: New laminate wood flooring so easy to maintain. Custom paint colors, six foot privacy fence on level flat lot, washer/dryer & side by side refrigerator all included, blinds all windows. 2"" faux wood, dishwasher and microwave, one year old. Desirable award winning schools."
131503	447 Lynch Avenue	Fulton	Atlanta	30318	Georgia	Lynch Avenue	447	Home Park/West Midtown	5623476	"Adorable renovated cottage in highly desirable W. Midtown near Georgia Tech. Four fireplaces, beautiful hardwood floors, open kitchen with granite and cherry cabinetry. Master bedroom with renovated bath ensuite. Living room has pretty French doors leading to the dining area and hall. Low maintenance yard. Lots of off street parking via alley. Great Investment Opportunity. High demand for rentals in the area."
131509	2175 Monroe Drive	Fulton	Alpharetta	30004	Georgia	Monroe Drive	2175	Williamsburg	5623704	"Beautifully maintained and updated home in prime location of Alpharetta!! The open floor plan features a 2-story great room with stoned gas fireplace and raised hearth; amazing kitchen with breakfast room and island that's open to the family room; beautiful custom cabinets and stone countertops; plantation shutters throughout; hardwoods; separate dinning room and living room; all within 3 minutes of GA400. The private backyard is level and perfect for entertaining with access to the walking trail. Storage room in garage, large secondary bedrooms, don't miss this one!"
131511	1716 Inverness Avenue	Dekalb	Atlanta	30306	Georgia	Inverness Avenue	1716	Morningside Johnson Estates	5623750	"Exceptional Renovation in one of Morningside's most coveted locations. Stunning features throughout this 6 bedroom, 5 bath home. Gorgeous kitchen with Carrara marble counter tops opens to beautiful great room with custom beams and fireplace. Generous master suite with fireplace and spa like bath. Terrace level is best in class, with incredible bar, 2nd kitchen, steam bath, den with custom built-ins and much more. Amazing outdoor living spaces, including screened and rocking chair porch, covered outdoor fireplace and patio, built-in grill and level backyard. A must see!"
131517	209 Stratford Chase Se	Cobb	Smyrna	30080	Georgia	Stratford Chase SE	209	Sutherlin Park	5623858	"""Absolute Perfection"" is the best way to describe this home! Renovations and upgrades throughout including new master bath, renovated kitchen, hardwoods throughout, some new windows, custom lighting, new appliances, new garage doors, professional landscaping with irrigation system, and a new screened porch just to name a few. Open plan with 2 story family room and 2 story foyer. One of the only homes in the neighborhood to have a private back yard. This home is definitely a show place, sure to impress even the most discriminating buyer."
131522	5569 Hugh Howell Road	Dekalb	Stone Mountain	30087	Georgia	Hugh Howell Road	5569	Smoke Rise	5624717	"Smoke Rise renovated classic 4 sided brick home on +/- 1.7 acres.  New stainless steel appliances, cherry cabinetry, & granite ctops in kitchen facing a fireside keeping room.  Separate living rm & dining rm.  Huge wrap-around deck and rocking chair front porch view mature specimen landscape.  Large master suite & two secondary bedrooms on upper level.  Potential inlaw or teen suite on terrace level with bedroom, bath, and recreation room. Convenient to parks, Stone Mtn Recreation area & Smoke Rise Golf Club.  New elementary school to be built in 2016."
131551	3631 Ramsey Close Sw	Fulton	Atlanta	30331	Georgia	Ramsey Close SW	3631	Princeton Lakes	5627080	"Gorgeous, updated, meticulously maintained home in desirable Princeton Lakes! Corner lot property has tons of natural light. Beautiful hardwood floors in the formal living and dining room, family room & office! Kitchen has tile floors, granite counters, center island & seamless access to HUGE new deck. All bedrooms are upstairs, great closet space. FULL basement is stubbed for a bath & is ready for your vision. Home includes state-of-the-art security that you can access worldwide, window treatments, sprinkler system and  more!  You won't want to let this one get away!"
131569	"1635 Briarcliff Road Ne, #11"	Dekalb	Atlanta	30306	Georgia	Briarcliff Road NE	1635	Park At Emory Ph02	5629881	"Fantastic opportunity to live in an area close to Emory University, CDC plus close to shops and restaurants. This home, in the new section of the community, has modern conveniences and great high ceilings. An end unit with tons of natural light and the large balcony overlooks quiet wooded lot for privacy. Beautiful hardwood floors on the main living area stainless steel appliances and granite counters. Trendy tile backsplash make this kitchen a dream to cook in. Large countertop is great for entertaining - Amazing value!!"
131574	485 Twilley Ridge Road Sw	Cobb	Smyrna	30082	Georgia	Twilley Ridge Road SW	485	Barnes Mill	5630340	"Stunning three season bonus room with cozy stone fireplace and beautiful wood ceilings, custom windows, slate flooring and incredible living space that you will definitely use. Impressive 20 foot stone fireplace in living room. Kitchen has a granite counter island, beautiful stained cabinets and double ovens. Significantly upgraded stack stone front exterior.  Largest flat back yard on the street, which backs up to the Silver Comet Trail. Home is located in a quiet cul de sac.  This sought after stylish community comes with a impressive swimming pool and tennis courts."
131634	7913 Heathmore Drive	Fulton	Fairburn	30213	Georgia	Heathmore Drive	7913	Lakes At Cedar Grove	5637428	"This popular Cambridge floor plan is gently lived in & 3 years new! Spacious 5BR, 3 full bath on a full, unfinished basement stubbed for a 4th full bath. Dramatic two-story entry foyer w/broken staircase w/wrought iron spindles. Formal dining room w/coffered ceiling. Large family room w/masonry fireplace. Eat-in kitchen open to the family room ft. granite countertops, stainless appl., stained cabinetry and pendant lighting. Laundry and private guest room on main. Large owner's suite upstairs has sitting area and spa bath. Wonderful, tiered backyard with covered patio."
131641	990 Myrtle Street Ne	Fulton	Atlanta	30309	Georgia	Myrtle Street NE	990	Midtown	5638534	"Historic charmer just steps from Piedmont Park. This 1910 home boasts historic features you would expect w/open floor plan which today's buyers are all looking for. Large front & back porch along w/a small courtyard, all make this home perfect for entertaining. Kitchen-SS appliances, granite counters w/separate island, open to the living area. Large master suite w/spa like bath w/separate whirlpool tub & separate shower that overlooks the skyline of Atlanta. Fantastic home that is definitely worth a look for both the single family home as well as a townhome buyer."
131652	"943 Peachtree Street Ne, #1605"	Fulton	Atlanta	30309	Georgia	Peachtree Street NE	943	Metropolis	5641865	"Beautiful one bedroom at Metropolis Atlanta. Neutral paint colors and in excellent condition. Hardwood floors throughout, walk-in closet, stainless steel appliances, kitchen island & granite counters. Use of washer/dryer included. Metropolis is nearby so many Atlanta attractions: The High Museum of Art, Fox Theatre and Piedmont Park. Metropolis has 24hr concierge, pool, fitness & club room."
131668	"1170 Virginia Avenue Ne, #2"	Fulton	Atlanta	30306	Georgia	Virginia Avenue NE	1170	The Virginia Condo	5645496	"Charming condo in 1920's Vintage style Boutique building in Virginia Highland. Short distance to VAHI shops and restaurants. Bright sunny living room with 10' ceilings, separate dining area, hardwood floors throughout! Lots of windows ,updated kitchen opens to covered patio. Quiet tree lined street, parking on street and 1 parking space in secure garage for $10 per month for board members, storage unit in garage is included. HOA includes internet, water, reserves."
131735	3079 Silver Hill Terrace Se	Dekalb	Atlanta	30316	Georgia	Silver Hill Terrace SE	3079	Eastside Walk	5660941	"Stunning 4 bed, 3.5 bath home, shows like a ""Model"" and won't last long at this location and price! Convenient to East Atlanta Village (EAV), and the Interstate, this popular floor plan is an entertainer's dream with 3 covered decks and cute front porch. Hardwood floors through out, granite counter tops in kitchen and all baths. Spacious family room has fireplace with gas logs. Master bed/bath is an absolute dream with enormous walk in closet, tiled bath, garden tub, double vanities. Covered deck right off master is perfect for morning coffee or that afternoon nap!"
131759	1700 Pine Ridge Drive	Fulton	Atlanta	30324	Georgia	Pine Ridge Drive	1700	Morningside	5661406	"Super Cute & Updated Morningside Bungalow!  Chef's Kitchen With Ton's of Cabinets & Counter Space & Breakfast Bar.  Cozy Den Off Of The Kitchen.  Spacious Family Room With Fireplace.  2 Bedrooms On Main Level, One With Bath Ensuite.  Generous Master With 2 Walk In Closets And Large Spa-Like Bath Ensuite.  Hardwoods Throughout, Basement Offers Great Storage.    Screened Porch and Large Deck. Great Terraced Backyard.  Super Location and Morningside Elementary School."
132008	130 Sable Pointe Drive	Fulton	Alpharetta	30004	Georgia	Sable Pointe Drive	130	Sable Pointe	5665460	"Sable Pointe gem in coveted Milton City 1+ acre lots! This upgraded, move-in ready home has fully finished basement, & In-Law suite with a full second kitchen & bath. That's a total of 5 bed & 3.5 baths! Custom upgraded kitchen, hardwoods, fixtures, lighting, storage throughout, built in office, custom deck & slate patio built for entertaining with surround sound, spacious master suite...all of this with community pool, in an award winning school district. A must see, don't lose this treasure! SHOWINGS BY APPT ONLY. Owner works from home."
132683	120 Pine Tree Drive	Troup	Lagrange	30240	Georgia	Pine Tree Drive	120	Piney Woods Lake	5569292	"Enchanting Lakefront Estate on 1.9 acres - million dollar views of prestigious Piney Woods Lake. Architect Lewis Crook designed original 1950's cottage, Ivey & Crook. Architect Joe Daniel renovation & major expansion 2006. J. Sargent Landscaping! Exclusive, private enclave of homes on private drive off desirable Country Club Rd. Gated entry to dream home sitting amidst gardens & waterfall. Amazing lake vistas from relaxed, yet refined LR, DR, Chef's Kit, Sun Room, Master Suite, FR & almost every rm.! Heart Pine Library! Dock & Pontoon Boat! Weekend Getaway or year-round"
132835	5080 County Road 263 Road	Other-alabama	Other Alabama	36863	Alabama	County Road 263 Road	5080		5601310	"Former developer Hilton Head Island created masterpiece Mini-Farm Development. Envisioning 6 farms w/homesites offering magnificent views & state of art facility for raising cattle/horses. Majestic rolling farm w/ultimate infrastructure! 20 acres glistening lakes/ mile & half rds/riding trails; fence & cross fenced; 65 acres pasture; 14 fenced paddocks; Bermuda, Bahia, white clover, rye, fescue. Underground water system for paddocks, stables and barns. Shade pavilion in paddock that didn't offer trees. Red maples line fences & roads! Indoor riding pavilion/12 stalls!"
132986	176 Park Drive	Dekalb	Decatur	30030	Georgia	Park Drive	176	Winnona Park	5622076	"Perched above Dearborn Park, this circa 1950s ranch is waiting for your vision to realize the full potential of this prime site. Renovate, rehab, or build a new home. Park Drive, usually a quiet dead-end street, is buzzing with new construction. Don't miss this opportunity to create your dream home in the desirable Winnona Park school district. **Seller to retain possession until June 2016**"
133307	160 Bridger Point Road	Fayette	Fayetteville	30215	Georgia	Bridger Point Road	160	Bridger Point	5641660	"Private drive leads through the woods along Pelham Creek to reach this stunning home nestled on 9+ acres. Expansive windows capture striking views. Entertain lavishly: Updated kitchen adjacent to decks/porches perfect for alfresco dining. Sip cocktails on the cantilevered deck. Connoisseurs will treasure the secured wine cellar, equipped to store 250+ bottles. Fine craftsmanship, luxurious appointments, and clean-lined aesthetic create the perfect setting for escaping the bustle of the city. Only 21 miles to Hartsfield-Jackson. Acclaimed Fayette schools."
133352	1010 County Road 87 Road	Other-alabama	Other Alabama	36863	Alabama	County Road 87 Road	1010		5643130	"Southern Plantation-Style Masterpiece in Gentleman's Horse Country. Premier home w/contemporary interior design secluded on 9 idyllic acres overlooking lake! Step inside grand 2-story foyer which sets the stage! Soaring ceilings, tall arched entries w/transoms, lead to formal LR & DR. LR features built-in bookcases, plantation shutters & hardwood floors. Inviting French inspired DR! 2-story gathering room w/ stone fireplace! Exquisite chandeliers! Chef's Kitchen! Master on Main & master bath fit for royalty! Three whimsical children's rooms, guest rm & back staircase!"
